Nr,Destination,Prefix,Zone,Mobile,Cost
6756,"Colombia, Cali",5723,2,,0.20
6757,Colombia,57234,2,,0.20
6758,"Colombia, Cali",5724,2,,0.20
6759,"Colombia, Cali",5725,2,,0.20
6760,"Colombia, Cali",5726,2,,0.20
6761,"Colombia, Cali",57288,2,,0.20
6762,"Colombia, Cali",57289,2,,0.20
6763,"Colombia, mobile",573,2,1,0.40
6764,"Colombia, mobile Tigo",57300,2,1,0.40
6765,"Colombia, mobile Tigo",57301,2,1,0.40
6766,"Colombia, mobile Tigo",57304,2,1,0.40
6767,"Colombia, mobile Comcel",57310,2,1,0.40
6768,"Colombia, mobile Comcel",57311,2,1,0.40
6769,"Colombia, mobile Comcel",57312,2,1,0.40
6770,"Colombia, mobile Comcel",57313,2,1,0.40
6771,"Colombia, mobile Comcel",57314,2,1,0.40
6772,"Colombia, mobile Movistar",57315,2,1,0.40
6773,"Colombia, mobile Movistar",57316,2,1,0.40
6774,"Colombia, mobile Movistar",57317,2,1,0.40
6775,"Colombia, mobile Movistar",57318,2,1,0.40
6776,"Colombia, mobile Comcel",57320,2,1,0.40
6777,"Colombia, mobile Comcel",57321,2,1,0.40
6778,"Colombia, mobile",57350,2,1,0.40
6779,"Colombia, Medellin",5742,2,,0.20
6780,"Colombia, Medellin",5743,2,,0.20
6781,"Colombia, Medellin",5744,2,,0.20
6782,"Colombia, Medellin",5745,2,,0.20
6783,"Colombia, Medellin",5749140,2,,0.20
6784,"Colombia, Medellin",5749141,2,,0.20
6785,"Colombia, Medellin",5749142,2,,0.20
6786,"Colombia, Medellin",5749143,2,,0.20
6787,"Colombia, Medellin",5749144,2,,0.20
6788,"Colombia, Medellin",5749145,2,,0.20
6789,"Colombia, Medellin",5749172,2,,0.20
6790,"Colombia, Medellin",5749173,2,,0.20
6791,"Colombia, Barranquilla",57532,2,,0.20
6792,"Colombia, Barranquilla",57533,2,,0.20
6793,"Colombia, Barranquilla",57534,2,,0.20
6794,"Colombia, Barranquilla",57535,2,,0.20
6795,"Colombia, Barranquilla",57536,2,,0.20
6796,"Colombia, Barranquilla",57537,2,,0.20
6797,"Colombia, Barranquilla",57538,2,,0.20
6798,"Colombia, Barranquilla",5759124,2,,0.20
6799,"Colombia, Barranquilla",5759125,2,,0.20
6800,"Colombia, Cities",57631,2,,0.20
6801,"Colombia, Cities",57632,2,,0.20
6802,"Colombia, Cities",57633,2,,0.20
6803,"Colombia, Cities",57687,2,,0.20
6804,"Colombia, Cities",57688,2,,0.20
6805,"Colombia, Cities",57689,2,,0.20
6806,"Colombia, Cities",57763,2,,0.20
6807,"Colombia, Cities",57764,2,,0.20
6808,"Colombia, Cities",57767,2,,0.20
6809,Venezuela,58,1,,0.05
6810,"Venezuela, Caracas",58212,1,,0.05
6811,"Venezuela, mobile",584,1,1,0.25
6812,"Venezuela, mobile",58412,1,1,0.25
6813,"Venezuela, mobile",58414,1,1,0.25
6814,"Venezuela, mobile",58415,1,1,0.25
6815,"Venezuela, mobile",58416,1,1,0.25
6816,"Venezuela, mobile",58417,1,1,0.25
6817,"Venezuela, mobile",58418,1,1,0.25
6818,Guadeloupe,590,2,,0.20
6819,"Guadeloupe, mobile",590690,2,1,0.40
6820,"Guadeloupe, mobile",5906903,2,1,0.40
6821,"Guadeloupe, mobile",5906904,2,1,0.40
6822,"Guadeloupe, mobile",5906905,2,1,0.40
6823,"Guadeloupe, mobile",5906906,2,1,0.40
6824,"Guadeloupe, mobile",5906907,2,1,0.40
6825,Bolivia,591,3,,0.30
6826,"Bolivia, La Paz",59122,3,,0.30
6827,Bolivia,59133,3,,0.30
6828,Bolivia,59144,3,,0.30
6829,"Bolivia, mobile",5916,3,1,0.50
6830,"Bolivia, mobile",5917,3,1,0.50
6831,Guyana,592,4,,0.75
6832,"Guyana, Special Services",5921,7,,0.24
6833,Guyana,5922,4,,0.75
6834,Guyana,5924,4,,0.75
6835,Guyana,5925,4,,0.75
6836,Guyana,5926,4,,0.75
6837,"Guyana, mobile",592600,4,1,0.95
6838,"Guyana, mobile",592601,4,1,0.95
6839,"Guyana, mobile",592602,4,1,0.95
6840,"Guyana, mobile",592603,4,1,0.95
6841,"Guyana, mobile",592604,4,1,0.95
6842,"Guyana, mobile",592609,4,1,0.95
6843,"Guyana, mobile",59261,4,1,0.95
6844,"Guyana, mobile",59262,4,1,0.95
6845,"Guyana, mobile",592638,4,1,0.95
6846,"Guyana, mobile",592639,4,1,0.95
6847,"Guyana, mobile",59264,4,1,0.95
6848,"Guyana, mobile",592640,4,1,0.95
6849,"Guyana, mobile",592641,4,1,0.95
6850,"Guyana, mobile",592642,4,1,0.95
6851,"Guyana, mobile",59265,4,1,0.95
6852,"Guyana, mobile",592650,4,1,0.95
6853,"Guyana, mobile",59266,4,1,0.95
6854,"Guyana, mobile",592660,4,1,0.95
6855,"Guyana, mobile",592661,4,1,0.95
6856,"Guyana, mobile",592662,4,1,0.95
6857,"Guyana, mobile",592663,4,1,0.95
6858,"Guyana, mobile",592664,4,1,0.95
6859,"Guyana, mobile",59267,4,1,0.95
6860,"Guyana, mobile",59268,4,1,0.95
6861,"Guyana, mobile",59269,4,1,0.95
6862,Guyana,5928,4,,0.75
6863,Ecuador,593,3,,0.30
6864,"Ecuador, Quito",5932,3,,0.30
6865,"Ecuador, Guayaquil",5934,3,,0.30
6866,"Ecuador, Cuenca",5937,3,,0.30
6867,"Ecuador, mobile",5939,3,1,0.50
6868,"Ecuador, mobile Movistar",593925,3,1,0.50
6869,"Ecuador, mobile Movistar",593926,3,1,0.50
6870,"Ecuador, mobile Movistar",593927,3,1,0.50
6871,"Ecuador, mobile Movistar",593928,3,1,0.50
6872,"Ecuador, mobile Movistar",593929,3,1,0.50
6873,"Ecuador, mobile Porta",593939,3,1,0.50
6874,"Ecuador, mobile Movistar",59395,3,1,0.50
6875,"Ecuador, mobile Movistar",5939690,3,1,0.50
6876,"Ecuador, mobile Porta",5939691,3,1,0.50
6877,"Ecuador, mobile Porta",5939692,3,1,0.50
6878,"Ecuador, mobile Porta",5939693,3,1,0.50
6879,"Ecuador, mobile Porta",5939694,3,1,0.50
6880,"Ecuador, mobile Porta",5939695,3,1,0.50
6881,"Ecuador, mobile Porta",5939696,3,1,0.50
6882,"Ecuador, mobile Porta",5939697,3,1,0.50
6883,"Ecuador, mobile Porta",5939698,3,1,0.50
6884,"Ecuador, mobile Porta",5939699,3,1,0.50
6885,"Ecuador, mobile Movistar",5939790,3,1,0.50
6886,"Ecuador, mobile Movistar",5939791,3,1,0.50
6887,"Ecuador, mobile Movistar",5939792,3,1,0.50
6888,"Ecuador, mobile Movistar",5939793,3,1,0.50
6889,"Ecuador, mobile Porta",5939794,3,1,0.50
6890,"Ecuador, mobile Porta",5939795,3,1,0.50
6891,"Ecuador, mobile Porta",5939796,3,1,0.50
6892,"Ecuador, mobile Porta",5939797,3,1,0.50
6893,"Ecuador, mobile Porta",5939798,3,1,0.50
6894,"Ecuador, mobile Porta",5939799,3,1,0.50
6895,"Ecuador, mobile Porta",593980,3,1,0.50
6896,"Ecuador, mobile Porta",593981,3,1,0.50
6897,"Ecuador, mobile Porta",5939825,3,1,0.50
6898,"Ecuador, mobile Porta",5939826,3,1,0.50
6899,"Ecuador, mobile Porta",5939827,3,1,0.50
6900,"Ecuador, mobile Porta",5939828,3,1,0.50
6901,"Ecuador, mobile Porta",5939829,3,1,0.50
6902,"Ecuador, mobile Porta",5939836,3,1,0.50
6903,"Ecuador, mobile Porta",593985,3,1,0.50
6904,"Ecuador, mobile Porta",593986,3,1,0.50
6905,"Ecuador, mobile Porta",593988,3,1,0.50
6906,"Ecuador, mobile Porta",593989,3,1,0.50
6907,"Ecuador, mobile Porta",593990,3,1,0.50
6908,"Ecuador, mobile Porta",593991,3,1,0.50
6909,"Ecuador, mobile Movistar",593992,3,1,0.50
6910,"Ecuador, mobile Porta",5939920,3,1,0.50
6911,"Ecuador, mobile Porta",5939921,3,1,0.50
6912,"Ecuador, mobile Porta",5939922,3,1,0.50
6913,"Ecuador, mobile Porta",5939923,3,1,0.50
6914,"Ecuador, mobile Porta",5939924,3,1,0.50
6915,"Ecuador, mobile Movistar",5939925,3,1,0.50
6916,"Ecuador, mobile Movistar",5939926,3,1,0.50
6917,"Ecuador, mobile Movistar",5939927,3,1,0.50
6918,"Ecuador, mobile Movistar",5939928,3,1,0.50
6919,"Ecuador, mobile Movistar",5939929,3,1,0.50
6920,"Ecuador, mobile Porta",593993,3,1,0.50
6921,"Ecuador, mobile Porta",593994,3,1,0.50
6922,"Ecuador, mobile Movistar",593995,3,1,0.50
6923,"Ecuador, mobile Movistar",593997,3,1,0.50
6924,"Ecuador, mobile Movistar",593998,3,1,0.50
6925,"Ecuador, mobile Movistar",593999,3,1,0.50
6926,"Ecuador, mobile Porta",5939991,3,1,0.50
6927,"Ecuador, mobile Porta",5939993,3,1,0.50
6928,"Ecuador, mobile Porta",5939994,3,1,0.50
6929,"Ecuador, mobile Porta",5939995,3,1,0.50
6930,"Ecuador, mobile Porta",5939996,3,1,0.50
6931,French Guiana,594,2,,0.20
6932,"French Guiana, mobile",594694,2,1,0.40
6933,"French Guiana, mobile",5946942,2,1,0.40
6934,"French Guiana, mobile",59469438,2,1,0.40
6935,"French Guiana, mobile",5946944,2,1,0.40
6936,Paraguay,595,2,,0.20
6937,"Paraguay, Asuncion",59521,2,,0.20
6938,"Paraguay, mobile",5959,2,1,0.40
6939,"Paraguay, mobile",59595,2,1,0.40
6940,"Paraguay, mobile",59596,2,1,0.40
6941,"Paraguay, mobile",59597,2,1,0.40
6942,"Paraguay, mobile",59598,2,1,0.40
6943,"Paraguay, mobile",59599,2,1,0.40
6944,French Antilles,596,2,,0.20
6945,"French Antilles, mobile",596696,2,1,0.40
6946,"French Antilles, mobile",5966962,2,1,0.40
6947,"French Antilles, mobile",5966963,2,1,0.40
6948,"French Antilles, mobile",5966964,2,1,0.40
6949,"French Antilles, mobile",5966968,2,1,0.40
6950,"French Antilles, mobile",59669699,2,1,0.40
6951,Suriname,597,4,,0.75
6952,"Suriname, mobile",59771,4,1,0.95
6953,"Suriname, mobile",59772,4,1,0.95
6954,"Suriname, mobile",5978,4,1,0.95
6955,"Suriname, mobile",59797,4,1,0.95
6956,"Suriname, mobile",59798,4,1,0.95
6957,Uruguay,598,2,,0.20
6958,"Uruguay, Montevideo",5982,2,,0.20
6959,"Uruguay, mobile",5989,2,1,0.40
6960,Netherlands Antilles,599,3,,0.30
6961,"Netherlands Antilles, mobile",5992,3,1,0.50
6962,"Netherlands Antilles, mobile",5993181,3,1,0.50
6963,"Netherlands Antilles, mobile",5993184,3,1,0.50
6964,"Netherlands Antilles, mobile",5994161,3,1,0.50
6965,"Netherlands Antilles, mobile",5994165,3,1,0.50
6966,"Netherlands Antilles, mobile",5994166,3,1,0.50
6967,"Netherlands Antilles, mobile",5995,3,1,0.50
6968,"Netherlands Antilles, mobile",5996,3,1,0.50
6969,"Netherlands Antilles, mobile",59978,3,1,0.50
6970,"Netherlands Antilles, mobile",59979,3,1,0.50
6971,"Netherlands Antilles, mobile",5998,3,1,0.50
6972,"Netherlands Antilles, mobile",5999,3,1,0.50
6973,Malaysia,60,2,,0.20
6974,"Malaysia, mobile",601,2,1,0.40
6975,"Malaysia, mobile",6010,2,1,0.40
6976,"Malaysia, mobile",6011,2,1,0.40
6977,"Malaysia, mobile",6012,2,1,0.40
6978,"Malaysia, mobile",6013,2,1,0.40
6979,"Malaysia, mobile",6016,2,1,0.40
6980,"Malaysia, mobile",6017,2,1,0.40
6981,"Malaysia, mobile",6018,2,1,0.40
6982,"Malaysia, mobile",6019,2,1,0.40
6983,Malaysia,603,2,,0.20
6984,Australia,61,1,,0.05
6985,"Australia, satellite",6114,7,,9.95
6986,"Australia, mobile",6115,1,1,0.25
6987,"Australia, mobile",6116,1,1,0.25
6988,Australia,6117,1,,0.05
6989,"Australia, mobile",6118,1,1,0.25
6990,"Australia, mobile",6119,1,1,0.25
6991,"Australia, metro",61261,1,,0.05
6992,"Australia, metro",61262,1,,0.05
6993,"Australia, metro",6128,1,,0.05
6994,"Australia, metro",6129,1,,0.05
6995,"Australia, metro",6138,1,,0.05
6996,"Australia, metro",6139,1,,0.05
6997,"Australia, mobile",614,1,1,0.25
6998,"Australia, mobile",6140,1,1,0.25
6999,"Australia, mobile",6141,1,1,0.25
7000,"Australia, mobile",6142,1,1,0.25
7001,"Australia, mobile",6143,1,1,0.25
7002,"Australia, metro",6173,1,,0.05
7003,"Australia, metro",61861,1,,0.05
7004,"Australia, metro",61862,1,,0.05
7005,"Australia, metro",61863,1,,0.05
7006,"Australia, metro",61864,1,,0.05
7007,"Australia, metro",61865,1,,0.05
7008,"Australia, metro",61870,1,,0.05
7009,"Australia, metro",61871,1,,0.05
7010,"Australia, metro",61872,1,,0.05
7011,"Australia, metro",61873,1,,0.05
7012,"Australia, metro",61874,1,,0.05
7013,"Australia, metro",61881,1,,0.05
7014,"Australia, metro",61882,1,,0.05
7015,"Australia, metro",61883,1,,0.05
7016,"Australia, metro",61884,1,,0.05
7017,Christmas Island,61891006,4,,0.75
7018,Christmas Island,61891007,4,,0.75
7019,Christmas Island,61891008,4,,0.75
7020,Cocos Island,61891010,4,,0.75
7021,Cocos Island,61891011,4,,0.75
7022,Cocos Island,61891012,4,,0.75
7023,Cocos Island,6189162,4,,0.75
7024,Christmas Island,6189164,4,,0.75
7025,"Australia, metro",61892,1,,0.05
7026,"Australia, metro",61893,1,,0.05
7027,"Australia, metro",61894,1,,0.05
7028,Indonesia,62,2,,0.20
7029,"Indonesia, Jakarta",6221,2,,0.20
7030,Indonesia,6231,2,,0.20
7031,"Indonesia, mobile",628,2,1,0.40
7032,"Indonesia, mobile",62815,2,1,0.40
7033,"Indonesia, mobile",62816,2,1,0.40
7034,"Indonesia, mobile",62855,2,1,0.40
7035,"Indonesia, mobile",62858,2,1,0.40
7036,Philippines,63,3,,0.30
7037,"Philippines, Manila",632,3,,0.30
7038,"Philippines, mobile Smart",63813,3,1,0.50
7039,"Philippines, mobile Globe",63817,3,1,0.50
7040,"Philippines, mobile",639,3,1,0.50
7041,"Philippines, mobile Globe",63905,3,1,0.50
7042,"Philippines, mobile Globe",63906,3,1,0.50
7043,"Philippines, mobile Smart",63907,3,1,0.50
7044,"Philippines, mobile Smart",63908,3,1,0.50
7045,"Philippines, mobile Smart",63909,3,1,0.50
7046,"Philippines, mobile Smart",63910,3,1,0.50
7047,"Philippines, mobile Smart",63912,3,1,0.50
7048,"Philippines, mobile Globe",63915,3,1,0.50
7049,"Philippines, mobile Globe",63916,3,1,0.50
7050,"Philippines, mobile Globe",63917,3,1,0.50
7051,"Philippines, mobile Smart",63918,3,1,0.50
7052,"Philippines, mobile Smart",63919,3,1,0.50
7053,"Philippines, mobile Smart",63920,3,1,0.50
7054,"Philippines, mobile Smart",63921,3,1,0.50
7055,"Philippines, mobile Digitel",63922,3,1,0.50
7056,"Philippines, mobile Digitel",63923,3,1,0.50
7057,"Philippines, mobile Globe",63926,3,1,0.50
7058,"Philippines, mobile Globe",63927,3,1,0.50
7059,"Philippines, mobile Smart",63928,3,1,0.50
7060,"Philippines, mobile Smart",63929,3,1,0.50
7061,"Philippines, mobile Smart",63930,3,1,0.50
7062,"Philippines, mobile Digitel",63932,3,1,0.50
7063,"Philippines, mobile Digitel",63933,3,1,0.50
7064,"Philippines, mobile Globe",63935,3,1,0.50
7065,"Philippines, mobile Globe",63936,3,1,0.50
7066,"Philippines, mobile Globe",63937,3,1,0.50
7067,"Philippines, mobile Smart",63938,3,1,0.50
7068,"Philippines, mobile Smart",63939,3,1,0.50
7069,"Philippines, mobile Digitel",63942,3,1,0.50
7070,"Philippines, mobile Digitel",63943,3,1,0.50
7071,"Philippines, mobile Smart",63946,3,1,0.50
7072,"Philippines, mobile Smart",63947,3,1,0.50
7073,"Philippines, mobile Smart",63948,3,1,0.50
7074,"Philippines, mobile Smart",63949,3,1,0.50
7075,"Philippines, mobile Smart",6398,3,1,0.50
7076,"Philippines, mobile Smart",63999,3,1,0.50
7077,New Zealand,64,1,,0.05
7078,"New Zealand, mobile",642,1,1,0.25
7079,"New Zealand, mobile",6421,1,1,0.25
7080,"New Zealand, mobile",6427,1,1,0.25
7081,"New Zealand, mobile",6429,1,1,0.25
7082,Chatham Island,643305,2,,0.20
7083,Singapore,65,1,,0.05
7084,"Singapore, mobile",658,1,1,0.25
7085,"Singapore, mobile",659,1,1,0.25
7086,Thailand,66,2,,0.20
7087,"Thailand, Bangkok",662,2,,0.20
7088,"Thailand, mobile",668,2,1,0.40
7089,Timor East,670,6,,3.50
7090,"Timor East, mobile",6707,6,1,3.70
7091,Australian External Territories,672,7,,9.95
7092,Antarctica,6721,6,,3.50
7093,Norfolk Island,6723,6,,3.50
7094,"Norfolk Island, Special Services",67233,7,,1.20
7095,"Norfolk Island, Special Services",67234,7,,1.20
7096,"Norfolk Island, Special Services",67235,7,,1.20
7097,"Norfolk Island, Special Services",67236,7,,1.20
7098,"Norfolk Island, Special Services",67237,7,,1.20
7099,Brunei Darussalam,673,2,,0.20
7100,"Brunei Darussalam, mobile",673227,2,1,0.40
7101,"Brunei Darussalam, mobile",673228,2,1,0.40
7102,"Brunei Darussalam, mobile",673229,2,1,0.40
7103,"Brunei Darussalam, mobile",67371,2,1,0.40
7104,"Brunei Darussalam, mobile",6738,2,1,0.40
7105,Nauru,674,6,,3.50
7106,"Nauru, Special Services",6744449,7,,2.40
7107,"Nauru, mobile",674555,6,1,3.70
7108,"Nauru, Special Services",674888,7,,2.40
7109,"Nauru, Special Services",674999,7,,2.40
7110,Papua New Guinea,675,5,,1.50
7111,"Papua New Guinea, Special Services",675274,7,,0.60
7112,"Papua New Guinea, Special Services",675277,7,,0.60
7113,"Papua New Guinea, mobile",675278,5,1,1.70
7114,"Papua New Guinea, mobile",675279,5,1,1.70
7115,"Papua New Guinea, Special Services",675306,7,,0.60
7116,"Papua New Guinea, Special Services",6753204,7,,0.60
7117,"Papua New Guinea, Special Services",6753205,7,,0.60
7118,"Papua New Guinea, Special Services",6753206,7,,0.60
7119,"Papua New Guinea, Special Services",6753207,7,,0.60
7120,"Papua New Guinea, Special Services",6753208,7,,0.60
7121,"Papua New Guinea, Special Services",6753237,7,,0.60
7122,"Papua New Guinea, Special Services",6753238,7,,0.60
7123,"Papua New Guinea, Special Services",67532440,7,,0.60
7124,"Papua New Guinea, mobile",67568,5,1,1.70
7125,"Papua New Guinea, mobile",67569,5,1,1.70
7126,"Papua New Guinea, mobile",67571,5,1,1.70
7127,"Papua New Guinea, mobile",67572,5,1,1.70
7128,"Papua New Guinea, mobile",67573,5,1,1.70
7129,"Papua New Guinea, Special Services",6757352,7,,0.60
7130,"Papua New Guinea, mobile",67576,5,1,1.70
7131,"Papua New Guinea, Special Services",6758524,7,,0.60
7132,"Papua New Guinea, Special Services",6758527,7,,0.60
7133,"Papua New Guinea, Special Services",67592,7,,0.60
7134,"Papua New Guinea, Special Services",67593,7,,0.60
7135,"Papua New Guinea, Special Services",67594,7,,0.60
7136,Tonga Islands,676,5,,1.50
7137,"Tonga Islands, mobile",6761,5,1,1.70
7138,"Tonga Islands, mobile",67646,5,1,1.70
7139,"Tonga Islands, mobile",67647,5,1,1.70
7140,"Tonga Islands, mobile",67648,5,1,1.70
7141,"Tonga Islands, mobile",67649,5,1,1.70
7142,"Tonga Islands, mobile",6765,5,1,1.70
7143,"Tonga Islands, mobile",6766,5,1,1.70
7144,"Tonga Islands, mobile",67675,5,1,1.70
7145,"Tonga Islands, mobile",67676,5,1,1.70
7146,"Tonga Islands, mobile",67677,5,1,1.70
7147,"Tonga Islands, mobile",67678,5,1,1.70
7148,"Tonga Islands, mobile",67687,5,1,1.70
7149,"Tonga Islands, mobile",67688,5,1,1.70
7150,"Tonga Islands, mobile",67689,5,1,1.70
7151,Solomon Islands,677,6,,3.50
7152,"Solomon Islands, mobile",6771,6,1,3.70
7153,"Solomon Islands, Special Services",67746,7,,0.82
7154,"Solomon Islands, Special Services",67747,7,,0.82
7155,"Solomon Islands, Special Services",677540,7,,0.82
7156,"Solomon Islands, Special Services",677541,7,,0.82
7157,"Solomon Islands, Special Services",677542,7,,0.82
7158,"Solomon Islands, Special Services",677543,7,,0.82
7159,"Solomon Islands, Special Services",677544,7,,0.82
7160,"Solomon Islands, Special Services",677545,7,,0.82
7161,"Solomon Islands, Special Services",677546,7,,0.82
7162,"Solomon Islands, Special Services",677547,7,,0.82
7163,"Solomon Islands, Special Services",67755,7,,0.82
7164,"Solomon Islands, Special Services",67756,7,,0.82
7165,"Solomon Islands, Special Services",67757,7,,0.82
7166,"Solomon Islands, Special Services",67764,7,,0.82
7167,"Solomon Islands, Special Services",67765,7,,0.82
7168,"Solomon Islands, Special Services",67766,7,,0.82
7169,"Solomon Islands, Special Services",67767,7,,0.82
7170,"Solomon Islands, Special Services",67768,7,,0.82
7171,"Solomon Islands, Special Services",67769,7,,0.82
7172,"Solomon Islands, mobile",6778,6,1,3.70
7173,"Solomon Islands, mobile",6779,6,1,3.70
7174,Vanuatu,678,6,,3.50
7175,"Vanuatu, mobile",6784,6,1,3.70
7176,"Vanuatu, mobile",67850,6,1,3.70
7177,"Vanuatu, mobile",67851,6,1,3.70
7178,"Vanuatu, mobile",67859,6,1,3.70
7179,Fiji Islands,679,4,,0.75
7180,"Fiji Islands, Special Services",67913,7,,9.95
7181,"Fiji Islands, Special Services",67919000,7,,9.95
7182,"Fiji Islands, Special Services",67919001,7,,9.95
7183,"Fiji Islands, mobile",6799,4,1,0.95
7184,Palau,680,6,,3.50
7185,Wallis & Futuna,681,6,,3.50
7186,Cook Islands,682,6,,3.50
7187,"Cook Islands, mobile",68250,6,1,3.70
7188,"Cook Islands, mobile",68251,6,1,3.70
7189,"Cook Islands, mobile",68252,6,1,3.70
7190,"Cook Islands, mobile",68254,6,1,3.70
7191,"Cook Islands, mobile",68255,6,1,3.70
7192,"Cook Islands, Special Services",6826,7,,2.40
7193,Niue Island,683,6,,3.50
7194,"Niue Island, Special Services",6832,7,,2.40
7195,"Niue Island, Special Services",6835,7,,2.40
7196,"Niue Island, Special Services",6836,7,,2.40
7197,"Niue Island, Special Services",6837,7,,2.40
7198,"Niue Island, Special Services",6838,7,,2.40
7199,"Niue Island, Special Services",6839,7,,2.40
7200,Samoa (USA),684,2,,0.20
7201,Western Samoa,685,5,,1.50
7202,"Western Samoa, mobile",68577,5,1,1.70
7203,Kiribati,686,5,,1.50
7204,"Kiribati, mobile",68630,5,1,1.70
7205,"Kiribati, Special Services",6867,7,,2.40
7206,"Kiribati, mobile",6869,5,1,1.70
7207,New Caledonia,687,4,,0.75
7208,"New Caledonia, mobile",68776,4,1,0.95
7209,"New Caledonia, mobile",68777,4,1,0.95
7210,"New Caledonia, mobile",68778,4,1,0.95
7211,"New Caledonia, mobile",68779,4,1,0.95
7212,"New Caledonia, mobile",6878,4,1,0.95
7213,"New Caledonia, mobile",6879,4,1,0.95
7214,Tuvalu,688,6,,3.50
7215,"Tuvalu, mobile",6886,6,1,3.70
7216,"Tuvalu, mobile",6887,6,1,3.70
7217,"Tuvalu, mobile",6888,6,1,3.70
7218,French Polynesia,689,4,,0.75
7219,"French Polynesia, mobile",6892,4,1,0.95
7220,"French Polynesia, mobile",68930,4,1,0.95
7221,"French Polynesia, mobile",6894114,4,1,0.95
7222,"French Polynesia, mobile",6897,4,1,0.95
7223,Tokelau,690,6,,3.50
7224,Micronesia,691,4,,0.75
7225,Marshall islands,692,5,,1.50
7226,Wake Island,6993,7,,9.95
7227,Midway Islands,6998,7,,9.95
7228,Russia,7,3,,0.30
7229,Russia,73012,3,,0.30
7230,Russia,73022,3,,0.30
7231,Russia,7336,3,,0.30
7232,Russia,7341,3,,0.30
7233,Russia,73412,3,,0.30
7234,Russia,73422,3,,0.30
7235,Russia,73432,3,,0.30
7236,Russia,73433,3,,0.30
7237,Russia,73452,3,,0.30
7238,Russia,73462,3,,0.30
7239,Russia,7347,3,,0.30
7240,Russia,73492,3,,0.30
7241,Russia,73512,3,,0.30
7242,Russia,73522,3,,0.30
7243,Russia,7353,3,,0.30
7244,Russia,73532,3,,0.30
7245,Russia,73812,3,,0.30
7246,Russia,73822,3,,0.30
7247,Russia,73832,3,,0.30
7248,Russia,73842,3,,0.30
7249,Russia,73852,3,,0.30
7250,Russia,73882,3,,0.30
7251,Russia,73902,3,,0.30
7252,Russia,73912,3,,0.30
7253,Russia,73952,3,,0.30
7254,Russia,7401,3,,0.30
7255,Russia,7411,3,,0.30
7256,Russia,7413,3,,0.30
7257,Russia,7415,3,,0.30
7258,Russia,7416,3,,0.30
7259,Russia,7421,3,,0.30
7260,Russia,7423,3,,0.30
7261,Russia,7424,3,,0.30
7262,Russia,7426,3,,0.30
7263,Russia,7471,3,,0.30
7264,Russia,74712,3,,0.30
7265,Russia,7472,3,,0.30
7266,Russia,74722,3,,0.30
7267,Russia,7473,3,,0.30
7268,Russia,74732,3,,0.30
7269,Russia,7474,3,,0.30
7270,Russia,74742,3,,0.30
7271,Russia,7475,3,,0.30
7272,Russia,74752,3,,0.30
7273,Russia,7477,3,,0.30
7274,Russia,7481,3,,0.30
7275,Russia,74812,3,,0.30
7276,Russia,7482,3,,0.30
7277,Russia,74822,3,,0.30
7278,Russia,7483,3,,0.30
7279,Russia,74832,3,,0.30
7280,Russia,7484,3,,0.30
7281,Russia,74842,3,,0.30
7282,Russia,7485,3,,0.30
7283,Russia,74852,3,,0.30
7284,Russia,7486,3,,0.30
7285,Russia,74862,3,,0.30
7286,Russia,7487,3,,0.30
7287,Russia,74872,3,,0.30
7288,Russia,7491,3,,0.30
7289,Russia,74912,3,,0.30
7290,Russia,7492,3,,0.30
7291,Russia,74922,3,,0.30
7292,Russia,7493,3,,0.30
7293,Russia,74932,3,,0.30
7294,Russia,7494,3,,0.30
7295,Russia,74942,3,,0.30
7296,"Russia, Moscow",7495,3,,0.30
7297,Russia,7496,3,,0.30
7298,Russia,7498,3,,0.30
7299,"Russia, Moscow",7499,3,,0.30
7300,Kazakhstan,77,4,,0.75
7301,"Kazakhstan, mobile",7700,4,1,0.95
7302,"Kazakhstan, mobile",7701,4,1,0.95
7303,"Kazakhstan, mobile",7702,4,1,0.95
7304,"Kazakhstan, mobile",7705,4,1,0.95
7305,"Kazakhstan, mobile",7707,4,1,0.95
7306,"Kazakhstan, mobile",7747,4,1,0.95
7307,"Kazakhstan, mobile",7771,4,1,0.95
7308,"Kazakhstan, mobile",7775,4,1,0.95
7309,"Kazakhstan, mobile",7777,4,1,0.95
7310,"Kazakhstan, mobile",7778,4,1,0.95
7311,Russia,7811,3,,0.30
7312,"Russia, St.Petersburg",7812,3,,0.30
7313,Russia,7813,3,,0.30
7314,Russia,7814,3,,0.30
7315,Russia,7815,3,,0.30
7316,Russia,7816,3,,0.30
7317,Russia,7817,3,,0.30
7318,Russia,7818,3,,0.30
7319,Russia,7820,3,,0.30
7320,Russia,7821,3,,0.30
7321,Russia,7831,3,,0.30
7322,Russia,78312,3,,0.30
7323,Russia,7833,3,,0.30
7324,Russia,78332,3,,0.30
7325,Russia,7834,3,,0.30
7326,Russia,78342,3,,0.30
7327,Russia,7835,3,,0.30
7328,Russia,78352,3,,0.30
7329,Russia,7836,3,,0.30
7330,Russia,78362,3,,0.30
7331,"Russia, Abkhazia",7840,3,,0.30
7332,Russia,7841,3,,0.30
7333,Russia,78412,3,,0.30
7334,Russia,7842,3,,0.30
7335,Russia,78422,3,,0.30
7336,Russia,7843,3,,0.30
7337,Russia,7844,3,,0.30
7338,Russia,7845,3,,0.30
7339,Russia,78452,3,,0.30
7340,Russia,7846,3,,0.30
7341,Russia,78462,3,,0.30
